user_id,name,signup_date,purchase_amount,country
a019dbec-e618-43f5-a672-10aa2df0c8c2,Joanne Hale,2022-09-23,259.84,Cambodia
32b9096f-292a-4c11-8811-8b48ff73ef08,Andre Guerrero,2020-05-08,384.66,United Kingdom
fb2bef3b-fc19-42af-bf02-7e4d2575f8ce,Robin Perkins,2024-04-08,326.99,Vietnam
ab60b20a-7877-42f9-abc9-e442ae0a397a,Linda Lynn,2025-04-09,429.11,United States Minor Outlying Islands
e6010e68-b893-4947-97a9-adbc0a0aaf47,Kevin Hayes,2025-08-05,86.16,Pitcairn Islands
9fa05706-88d0-4fe3-98c3-dda98069260f,William Hendricks,2024-04-18,196.81,French Guiana
a90278d8-22e9-4a8d-b13e-47ebd1204f38,Sabrina Levy,2022-07-12,348.54,Syrian Arab Republic
c364f6d2-ede6-4294-985c-b67acde42576,Johnny Washington,2023-11-04,242.07,Argentina
7f9e06f4-d6bf-4a69-8b56-54c8192c0077,Desiree Reed DVM,2022-06-30,332.35,Portugal
22082ecb-5628-4af1-aa05-31231a07b8a9,Jerry Richardson,2023-02-27,132.45,Georgia
5ba69080-1897-4320-8f02-4e1d89275b24,Samuel Montoya,2024-07-27,61.33,United States of America
3cb6d276-a1b9-475b-a46e-6f6dced42290,Destiny Lewis,2022-02-05,216.64,Portugal
7f0b5670-e691-43b5-bd0c-621176bd620c,Tonya Hammond,2024-05-26,297.56,Norfolk Island
db73eda8-1e1b-4aa6-8e61-c707949ae8b1,Laura Hickman,2022-04-21,53.04,Madagascar
4b2a31aa-564b-4d5a-a997-d7ba4b703bc8,Brenda Wright,2020-01-06,452.14,Bosnia and Herzegovina
374340c1-c6a9-4416-8f96-8b376382e9f8,Tammy Mueller,2024-05-31,174.49,Burundi
f068a361-c3a8-46e5-8769-3813014aced1,John Haynes,2021-08-13,103.87,Nepal
973974b7-64fd-49fc-8b46-53821599a788,Nicole Schmidt,2020-06-30,465.53,Brazil
dddb64bd-1854-42cc-8a15-24064f7ac824,Jennifer Santiago,2025-02-15,459.83,Iran
36967a90-7648-4de1-af17-0acba4fd47e6,Justin Santana,2022-11-19,401.26,Timor-Leste
d65bd3e4-76c2-40cc-83a3-eac8d1efb7dc,Robert Garcia,2024-08-10,16.8,Afghanistan
e7d18504-fa8c-4b62-a1c2-a0d2d76243ae,Troy Carlson,2024-11-12,182.61,Morocco
fab37eeb-d108-4bcd-b1a2-976acf41a445,Vincent Williams,2025-07-08,456.78,Swaziland
3688dd6f-52fd-46ce-8cbf-4e3ea94256fd,Emily Graham,2023-09-29,219.38,Monaco
1a4ce8cc-853f-48e0-9393-4cbe8047194e,Cynthia Reyes,2020-10-06,458.06,Cote d'Ivoire
ea6d8389-c480-43dc-b067-4bb613d929e1,Kimberly Ball,2021-06-09,347.84,Sao Tome and Principe
5c172318-c423-480c-bbbc-ec5edb916149,Parker Rogers,2024-08-24,374.83,France
f121b847-e4ce-4785-805c-ae3984f6f0e4,Briana Foley,2022-04-28,499.45,Korea
81e46b7f-77f5-494e-a52b-e2f6d12acff6,Timothy Wong,2025-03-15,141.92,Monaco
4ce8c849-c4cc-4600-900e-5a1ba8b9d0bc,Ashley Sanchez,2024-12-30,328.47,China
fad030fb-565d-4fa8-8454-de6b156a461a,Jason Pineda,2022-07-21,70.34,South Africa
cae152cc-7738-44c8-b57b-28625036a6dc,Mary Potter,2024-10-29,353.83,Poland
ba267c52-238e-45dc-ba82-571c6322d8ad,Adam Hill,2020-04-20,119.27,Monaco
f318457b-4ad5-408b-b021-dacfccdbd679,Steve Roberts,2022-10-15,243.34,Fiji
c3ebd987-8580-468a-9748-6873999e97ca,Alexandra West,2022-01-23,53.86,Vietnam
d69d0379-b874-4476-aaab-2e4db225aa1d,Brent Lewis,2022-01-23,410.57,Ghana
ad8bb45b-78a9-4906-9d4f-c1ca298aaf5c,Kristen Holden,2022-08-08,162.57,El Salvador
2055654b-92bb-4754-8883-f078a4398b9f,Margaret Lee,2022-09-25,499.9,Antigua and Barbuda
345e2022-53ba-4687-afb3-a5e847b269bb,Andrea Nichols,2023-11-22,188.3,Bouvet Island (Bouvetoya)
bdc16b85-11ec-4abe-840f-7d6013c00ed9,Carla Smith,2021-06-09,238.33,Kiribati
b0dee388-2924-40d0-98fc-e6d6d8f0e5e6,Renee Hull,2023-02-14,149.48,United States of America
4af75db9-a6aa-4525-a17a-8b00935a58b3,Joseph Brooks,2022-10-02,424.47,Papua New Guinea
e0d447bb-433a-4726-aeec-1b321a724565,Raven Smith,2021-04-21,407.53,Martinique
c00f0be7-9020-4559-aee4-a4b595d9d8a5,Dominic Woods,2022-12-14,404.8,Cyprus
325c6b36-0622-4472-b3f2-f9a890d165dc,Larry Simmons,2020-12-10,411.24,Faroe Islands
04d86777-7530-4276-aa0b-7559fa9a9d94,Justin Grant,2023-09-05,296.7,Austria
ce6b6cc9-b1ab-41bd-b8e1-a5a8e2f3b3e1,Darren Moss,2020-10-06,497.83,Puerto Rico
b2f97261-98e1-4515-b81d-7148fb0b2d3b,Laurie Ellis,2020-08-17,198.39,Zambia
f1b80c51-dc7d-4f59-a2aa-d70f22f6e133,Eric Wood,2020-06-06,243.99,Suriname
5b9eb9cf-ea5a-452f-815c-7fe8033fe6c6,Allison Hanson,2022-09-11,77.37,Pakistan
934c4cf6-1c8a-4c11-9f45-ac140eacb7d0,Andrew Scott,2022-08-07,241.76,Bouvet Island (Bouvetoya)
69e44a67-dc70-48c4-aa58-2886f69d262f,Cheryl Deleon,2025-07-23,264.46,Togo
52644411-c1c7-40e2-9b05-cf0da0d7b6c0,Rodney Reeves,2023-03-13,459.57,Palestinian Territory
72d4962b-b7a7-4dc2-986a-8b705c827115,Michael Miller,2023-11-07,297.44,Gabon
952db6c8-c553-41f4-822f-cc2f71addca3,Erik Pierce,2022-11-16,285.21,Marshall Islands
dcaa5338-84b2-4b80-8671-a538f8188cde,John Soto,2020-01-07,476.63,Botswana
d6aaa29d-f988-4680-9cb4-0dd2561ec1f1,Teresa Herrera,2023-11-13,161.6,Oman
974bfaf3-2fbd-4089-b110-49b6e1ebbe21,Connie Skinner,2023-03-12,270.3,Monaco
d7fdd925-1b1a-4a51-98d9-74bd532a8e21,Christina Obrien,2021-01-17,458.17,Slovakia (Slovak Republic)
421dcbaf-9dd0-4951-8029-90da3e99af05,Joseph Martinez,2024-09-08,163.86,Serbia
7058ce3d-253a-4cef-affa-e7981c4c0543,Mr. Jeffrey Pena,2021-01-09,225.31,Paraguay
9ee7cc1d-2009-43ff-908f-c21d028bda0d,Kelly Martin MD,2022-10-31,243.62,Swaziland
ab9f7f97-f1bf-455f-a23e-f0a3b8c739b3,Paula Hendrix,2023-05-24,352.04,Ecuador
fc44e5c6-6700-45ed-a6bb-136a656c2fe9,Robert Arnold,2024-08-06,110.17,Suriname
0b001566-f376-43a8-a5b0-8d4cae81faa8,Susan White,2020-12-29,461.5,Korea
f1dda453-258a-430f-a47e-abbdc70062d2,Carl Wise,2023-01-15,253.47,Syrian Arab Republic
223dd338-06ec-49bc-904e-af6d54a48d07,Angela Newman,2021-06-03,336.86,Belgium
38c631cb-0353-40b4-8ada-1b52219279b0,Amanda Coleman,2024-09-15,30.18,Samoa
772942b1-e6ea-4ec9-9cec-2e81ea097ee9,David Herrera,2024-02-22,57.91,Qatar
149313fa-3f6e-465f-9d64-afed458e9291,Lance Perez,2024-01-05,250.32,Tanzania
7926d1e4-7ff3-4336-a3bc-dd697fdeafad,Steven Brown,2025-07-09,478.13,Turkmenistan
3a4f4179-5609-4502-b09e-9a059b763cbf,Jennifer Mitchell,2021-02-03,135.51,Oman
82c140a0-0f24-4ad2-8c2a-9aaa5b226e7d,Lydia Lewis,2025-08-10,102.41,Poland
38d8307c-5a21-4073-9255-fe1e384b6c7e,Robert Heath,2022-01-04,216.12,Jamaica
a8694f51-df2a-498b-a0a9-147995c5cf06,Julia Simon,2023-08-18,46.72,Bahrain
6381b2d9-e34c-4123-87ef-229c26c3c7b9,Michael House,2024-07-28,489.54,Trinidad and Tobago
e4b89363-5f62-42aa-b501-4ccf91e9541e,Molly Jarvis,2025-04-15,273.08,Marshall Islands
72074f77-9dc2-498b-a4b6-750674bc228d,Stephanie Lopez,2023-05-13,334.98,Saint Kitts and Nevis
3a28b2e2-9f28-45b1-8acc-2070a012dbf6,Cassandra Vasquez,2023-01-13,198.06,Lesotho
5831684a-4975-431e-bcae-0b4fcbf3fadb,Kelly Juarez,2023-09-21,234.19,Latvia
ee9392f5-349c-4da2-8bac-0f1134c9e852,Justin Johnson,2020-08-13,218.86,Burundi
6bd7333c-a17e-4611-9392-1a571642586e,Christina Torres,2022-03-04,404.13,Sweden
4fe2b2bd-a87a-4c84-bd76-123cb3cfe52c,Renee Delacruz,2023-06-06,42.56,Ecuador
98484633-9151-4267-8b2b-7fac29926932,Jerry Riley,2023-01-29,457.69,Sweden
a5984e62-6d90-4f19-8007-c2737a69aadd,Aaron Brown,2025-07-12,457.98,Iran
0edc41c5-6fdd-4eb0-95a1-7feb22068d61,Mikayla Harris,2023-09-18,381.29,Greece
c3a0067e-86a9-4af8-b174-64297c496264,Jeffrey Payne,2021-06-24,423.16,Martinique
ea52195d-9423-40c5-9502-80834d19ccf1,Barry Wilson,2024-05-30,406.03,Saint Kitts and Nevis
f0db14a2-dfb4-4ad5-abf0-06689749034f,Rhonda Guzman,2023-01-02,216.31,Wallis and Futuna
4d3b29ae-5044-4214-8f0f-a41a6f3f5604,Traci Thompson,2025-07-01,289.16,Egypt
5b6bc233-cad2-49d8-a213-1d5e46da15ab,Robert Macdonald,2022-02-02,447.0,Greenland
759e0303-ccc1-4896-b4db-adc00ab8999a,Brandy Morgan,2024-06-24,60.08,British Indian Ocean Territory (Chagos Archipelago)
34576cb6-4341-408c-907d-05ec2a5d5374,Valerie Warren,2024-06-20,422.11,Cameroon
b6e6c4a5-d748-4cef-b18c-d879ead79b0a,William Diaz,2022-06-16,464.3,Sierra Leone
2dfd1167-1c38-411b-a2ab-713e56b170e2,Lisa Steele,2021-12-15,333.71,Zambia
dd15efa6-3c39-484b-8ef1-4bf03f128a2b,Katherine Franklin,2023-04-27,78.4,Vietnam
65190489-7963-4914-95a1-40a9ad44867b,Kimberly Smith,2023-09-14,415.78,Croatia
494faba8-797c-40e0-9c39-21bb31929530,Julie Thompson,2020-09-11,343.46,Antigua and Barbuda
7da0b3b1-e58c-4d45-8f34-a5bfd1e344e7,Alexander Duncan,2023-09-21,275.05,French Southern Territories
de0b802a-1e5b-4282-8c73-edbd07097238,Jacob James,2023-12-25,477.15,Congo
a4679145-3901-4bdf-a7af-6630e6e2d703,Joseph Perkins,2023-07-05,78.39,Norfolk Island
70fde3ac-bbe7-4307-9024-261696b2e55e,Lisa Kent,2022-03-03,431.94,Comoros
fde2da0d-32a0-42d1-be2b-04ce9d75e4f2,Teresa James,2024-11-13,428.39,Togo
7676db58-67c9-4bf7-b206-4e0315443892,Brandon Bryant,2022-01-22,145.7,Germany
4fd3a657-1e99-4807-9324-373ec0b5eef8,Charles Maxwell,2022-05-17,210.82,Morocco
216af23d-d805-457d-b3e6-2437a2a39d4d,Nicole Lowe,2022-09-24,54.47,Saint Vincent and the Grenadines
48c0d0de-ad20-42e6-a0ae-9abb6fc16fe8,Mr. James Torres MD,2022-06-04,484.44,Thailand
30906a9c-46dc-452b-9a35-e82e4b44cc2a,Lisa Escobar,2020-12-12,489.93,Rwanda
d76e7d19-0ef5-4f75-98f6-d525a5515185,Kim Gregory,2022-01-02,455.94,Tajikistan
9324db0c-e46a-4261-959f-368aee2f899e,Shelley Bullock,2020-06-24,415.57,Liechtenstein
967d2c62-770a-4e59-be3e-cffc0f1323b2,David Barnes,2022-11-25,171.93,Sweden
ac40baf5-f989-4ee5-85fc-3db5413e12ca,Christian Short,2024-02-01,465.48,San Marino
bb30bb54-7fce-4db4-a3ab-65be03d6f0b6,Jeremy Stewart,2022-07-18,394.57,Anguilla
0c335e0c-3696-4210-98d7-3512b13b53db,Donald Scott,2021-03-07,427.93,Bahamas
d6aa97d6-cb93-47b8-b5d9-c0334e038a41,Ashley Simon,2022-04-02,14.48,Saint Kitts and Nevis
4729f447-a293-4fca-8be5-6945a2deebc6,John Krause,2023-03-29,260.39,Sri Lanka
d81a7255-b844-4a08-9e92-310813bdaafa,Carolyn Williams,2020-05-29,40.25,Malawi
fdc55f1c-1032-4a16-89fa-c9277545d7ef,Patrick Parker,2021-04-16,78.34,Botswana
a3b543cc-b8a0-44ce-b830-fcc37031bd0b,James Silva,2021-11-28,61.62,Papua New Guinea
19de9242-a04c-4566-8616-9789f13e148d,Megan Harris,2021-03-20,389.14,Maldives
cee0313a-bfea-4485-a53c-0ed285275a19,Craig Evans,2024-04-29,366.09,Portugal
2b4964ea-670f-4ab7-b74e-43e95c6de4ba,Anna Lynn,2025-04-30,499.6,Guinea
b3a5a9c2-1762-4428-b2b7-c3c2cfb9fbf8,Gloria Curtis,2022-06-25,180.7,Angola
4ef0ec0b-04ec-49e0-8641-a688616e04fb,Michael Huerta,2022-03-18,302.01,Uruguay
c2d57fa2-e1a6-477c-8ae3-12ad38dad16a,Johnny Burgess,2022-11-03,473.78,Belize
bf2a520a-b33a-4fdc-936a-1a52b4716171,James Rodriguez,2024-04-09,330.96,Senegal
a6ae5e0b-ba9a-4608-b13c-14275aa88f7c,Daniel Mccullough,2023-10-08,264.54,Belarus
1eb0c820-cc1b-494f-93b0-7cbc83be8c2f,Victoria Williams,2025-06-26,35.07,Turkey
b4730add-dcc5-4e80-a01c-eef3dd797234,Cynthia Pratt,2021-11-08,212.45,Guam
124f9bac-71e6-4df5-960a-fe0918b82931,Thomas Benitez,2022-04-19,251.5,United Kingdom
43bf5e52-3193-4f93-b36d-7e92ab82a8bb,Anthony Miller,2025-07-03,93.02,Solomon Islands
1a4d09e6-217a-4774-a77e-edb512336bbe,Willie Kim,2020-03-13,120.23,Korea
bfbc2f08-6d16-47ef-b3af-8d19d86fc04d,Charles Larsen,2024-06-30,246.94,Saint Vincent and the Grenadines
61de0217-efdb-4a1e-a749-dd66cd4cc74c,Juan Johnson,2020-12-02,240.51,Djibouti
2b3c7f3e-1219-4c0c-a4f6-b845a33752ef,Stephanie Anderson,2024-05-06,88.21,Romania
e181c326-f6d7-47fa-977b-5ba66b063d68,Jason Flores,2024-04-28,14.1,Cameroon
7cab7c01-7474-4a91-82e9-0a523f03a840,John Osborne,2024-01-10,382.96,Portugal
7ec1e0f8-e1a7-454d-92a9-9f94e3e075b9,Andrea Lawrence,2021-09-20,331.41,Peru
9fae9f03-e665-4b57-b3d4-7e3c44924cb8,Bobby Sullivan,2021-10-17,266.65,United Kingdom
4d6d063d-7444-4cb6-9c11-2bb673872995,Christopher Sanchez,2022-04-19,340.55,Colombia
9292c69e-a595-4168-a218-435d428f13c0,Robert Hunt,2020-01-06,366.09,Singapore
7123a058-a42f-443b-b851-07c7d9ffa2c2,Michael Moss,2024-04-13,256.69,Jersey
f2989791-5a79-45f3-96c1-da74141cea4a,Angela Cabrera,2025-04-08,353.74,Georgia
90b35ad6-5044-4e82-9400-28e4b086ccf3,Patricia Huffman,2023-01-06,304.86,Eritrea
20f8fc16-f7c0-46f5-ae26-9aae865c8a49,Alex Burke,2023-01-31,451.05,Denmark
811b9d43-a910-4715-bc00-a64dfadd0cfa,Brittney Reyes,2021-03-07,149.65,Cambodia
c639a9d2-6288-4adb-9125-661f7082faf0,Nicole Jennings,2021-04-11,354.76,United States Virgin Islands
d6c47d98-08b0-4dfa-b383-f4a1db9721b1,Thomas Hughes,2021-07-10,285.27,Venezuela
fb14bc21-b076-4484-ab43-5eb916b1e4e1,Joseph Simmons,2022-11-21,486.74,Uruguay
0b5b0f13-afe9-40f8-a877-ef4fccc6c43f,Robert Washington,2023-07-25,126.84,Mozambique
0a530aa4-4cf8-4884-a86d-aa0c1ea0c3e5,Sara Walters,2022-12-12,203.32,Brazil
e35f2c9e-dea8-4e17-aa82-7047513441e8,Patricia Murray,2025-06-07,435.74,Cote d'Ivoire
9805b5e9-b7a5-4ac5-b7a6-4df6289077fb,Hannah Allen,2023-06-04,478.58,Kenya
3353d8f1-c076-409f-bf6e-4167d6039720,Hector Bell,2022-08-22,40.42,Philippines
5d7bf7c7-8999-4ab9-9e70-c74f59592fd9,Kevin White,2025-06-27,227.95,Jamaica
24e314ac-5f45-4471-abf9-a3c0e5914199,Gregory Hughes,2025-06-05,187.63,Martinique
d457c6ad-f91d-47aa-a273-b7ad6e78af99,Kimberly Liu,2024-01-04,434.05,San Marino
93d8b4b4-7e78-4ef1-95dd-6a5343e1b684,Amber Marshall,2021-05-30,53.96,Guinea
e810c124-a00c-41f2-a0c5-aa521844e11e,Robert Bell,2024-01-19,270.19,Togo
7064838a-9d41-45ea-ac90-e6f243e72f6f,Laura Thomas,2023-09-28,488.66,Comoros
adfa8229-b863-4fcf-b596-372f56235219,Brandi Stephens,2025-08-13,24.3,Zimbabwe
b635abfb-defa-48ff-8277-287eea270968,Helen Wagner,2024-10-16,65.2,Sao Tome and Principe
4ed9153c-f3b6-4c08-9b85-0649d6e3138d,Tara Bryant PhD,2022-06-22,262.6,Poland
5853e5cd-fc19-47a2-a9c8-843176deee0b,Melody Reynolds,2025-06-23,31.48,Guatemala
f9faa6d7-0d54-4194-858d-68517da1cb55,Kimberly Berry,2024-03-06,114.63,Maldives
ce5fb6a2-9ecf-4ee8-9886-2267fe245671,Julie Daugherty,2021-07-19,38.48,Malta
41060ee8-337e-4481-bd5b-3e19895cc3fc,Samantha Brown,2023-02-06,340.52,Serbia
3d32b77a-7309-43c6-95c3-bf2e1d27bcf1,Adam Russo,2021-02-10,452.35,Saint Martin
7b8f4f73-5144-44bd-89bf-0baed1c0e2ac,Annette Lindsey,2020-04-22,304.37,Bahamas
3f521d87-6810-43cc-9d8d-4d583f8e8965,Melissa Rowland,2022-06-02,129.96,Honduras
a3aa2a43-293b-4f0b-b6ba-21d0997770d2,Tracy Wood,2022-04-14,67.79,Micronesia
fe808879-a98c-4ed2-a405-5c866d9bf417,Jessica Byrd,2020-01-23,248.0,Congo
7c05349c-78db-4ed6-9f12-32d85e9e6789,Bryan Espinoza,2022-12-21,495.0,Peru
2a470514-5891-4bf7-9c88-4fa7b334e161,Brittany Boone,2025-04-30,36.16,Mexico
793e9817-6f46-4f89-b7d3-0373f9a0f211,Gregory Lewis,2022-02-01,102.18,Rwanda
c8891995-0a66-4a5a-a023-41d3356023cf,Tamara Hall,2023-01-09,148.22,Kuwait
49fce6a2-1bad-44d6-9b0b-0f38f9aa2bb2,Kristi Ward,2020-11-09,259.13,Pakistan
326d12a2-e412-44ac-8841-ead92ff3a30a,Cathy Young,2025-05-06,273.33,Greece
5ebc8b26-003e-44dc-833b-3c7860259839,Kenneth Johnson,2024-12-16,227.92,Christmas Island
8378aab2-4266-4f36-b476-454558ad9c16,Nicholas White,2022-09-07,440.22,Cyprus
bb5f5a0c-7a82-40a7-ae51-94232c5ac5b9,Lisa Smith,2022-10-31,118.48,Lao People's Democratic Republic
6afbdc27-36d0-47bc-83ba-cdbbf6dc73d9,Sarah Morse,2023-08-01,290.37,Uruguay
5ca72cdd-0ad0-42e2-bb7c-f26668793fb3,Linda Jimenez,2022-03-07,263.72,Namibia
3d1fe24e-1d7e-423e-b044-3570f97f8fbd,Teresa Mccarthy,2023-06-14,423.7,Mayotte
b40311d4-3760-4b7d-964b-4501d19e4106,Alexander Reyes,2020-08-03,204.87,Northern Mariana Islands
141eed51-78d7-4a2f-8831-b383cb703750,Alexander Byrd,2023-07-11,360.52,Guyana
99608bf3-ed67-428f-8ffe-e8d236cb26ff,Tiffany Patterson,2023-06-25,438.49,France
01a44ef8-7867-4a2c-ba1c-7972643eb9d7,Robert Lopez,2021-09-10,274.63,Micronesia
e6bfff77-3d4a-435d-853a-2c1e0561a69c,Sara Weber,2021-12-06,23.66,United Arab Emirates
5c29cc29-531d-4115-a9bd-41bab8e38ce8,Judy Barton,2023-09-19,296.67,Switzerland
0e556ece-735b-407d-a6bb-eda168e9de7b,Kelli Hester,2020-11-02,236.64,Palestinian Territory
3f1fb7d4-4bb6-4a17-b41e-75a84cd5debe,Christine Murray,2024-10-09,370.33,Christmas Island
698f737c-21af-4bba-9e35-b13372ddd05c,Troy Schwartz,2024-08-08,362.82,Nauru
8ee15bee-e31a-437e-b4c3-0664fa094070,Michael Turner,2020-09-24,335.29,Kyrgyz Republic
bd9f4a3f-1425-4341-bcea-2510b1012195,Chad Flynn,2023-04-24,190.52,Iraq
92f1bb06-3410-453f-9dfe-8a5aeffd7c32,Eric Kim PhD,2022-04-11,412.38,Mozambique
141ea4cd-d494-4dac-a2b3-ff0d1a055e7f,Christopher Morales,2021-09-08,370.01,Netherlands Antilles
55c66317-83c9-40d4-8179-6cbf1c111d41,Colin Barnes,2022-10-15,370.92,China
6884c7eb-f6d2-4747-980a-066edd449c20,Steve Pennington,2022-09-20,44.46,Serbia
9ca6890b-6fcd-46b7-ba86-c82f55a48d40,Whitney Matthews,2020-12-13,375.09,Mozambique
74c39584-bdab-4ba6-aedc-fab39beecaf2,Heather Massey,2024-08-23,426.9,Guatemala
2bae23e1-992b-4e6d-ae0a-4f1d2d0afe59,Samuel Powers,2024-10-28,354.94,Taiwan
55ee5673-1409-4142-a222-adce578e8996,Christian Aguilar,2022-11-01,418.29,New Caledonia
c0a85173-eb1f-4720-a3ff-f66a33e4f738,Derrick Edwards,2023-12-26,111.25,Indonesia
61f2b15c-c697-46db-9583-915e314b2f06,Lisa Chandler,2022-12-09,240.08,Sri Lanka
3430afdd-2e78-4034-9a71-023605659b03,Jill Lane,2022-10-09,469.6,North Macedonia
a28f7e0b-b4cb-4224-9c0d-10189ee70476,Donna Zuniga,2024-03-01,324.06,Latvia
cce8ad06-c6d9-4d67-b072-848397450f80,Shelley Rowe,2020-05-22,441.25,Samoa
47d415b7-7f87-4800-9856-e60a361d3544,Cynthia Morrison,2024-06-15,283.16,Croatia
8d2332b3-5e7d-4696-9cf5-00da443f2db4,Rebekah Villa,2025-02-18,499.87,Israel
597770ea-1c05-45ee-b554-235853e7ff4f,Ronald Reyes,2024-10-25,349.46,Saudi Arabia
7e313114-9b1d-49a2-b70f-e86cb0e1fe81,Jocelyn Blair,2023-06-04,259.43,Congo
8c96d320-debd-4a12-a30a-c3d889e38afa,Madison Castro,2023-07-14,262.88,Portugal
184a695c-8a67-4eb6-a4eb-60760bfa6063,Jennifer Moore,2021-01-08,336.37,United States of America
00acf4c3-0e97-4481-983e-8a9cafff40eb,Lindsey Jenkins,2022-03-18,84.68,Uganda
12a5d06d-a4a8-4663-9030-7fa8707ef11f,Eric Acevedo,2024-12-10,43.08,Singapore
18762243-23f4-4547-af1b-82785a84056c,Aaron Woods,2025-01-28,491.56,Dominican Republic
7702d4fd-cd97-43e4-807a-5789eb9f662f,Randy Bradley,2021-08-16,26.74,Mexico
80f72336-d24b-47a5-8e6a-f00f749c9749,Clayton Dominguez,2020-06-03,431.46,Serbia
781f12ae-5d65-42d3-8216-e4b65f169ae3,Lisa Morris,2023-02-26,336.05,Isle of Man
35d8b628-08fd-4d49-97e0-facb1c3cda48,Damon Martinez,2025-02-16,187.25,Mongolia
9b0a2027-1de8-4335-aa6d-3f581487521b,Victoria Haas,2025-06-18,374.99,Botswana
1e56ba35-eb1b-4639-999e-641074f14257,Thomas Hunter,2024-03-11,63.61,Suriname
fe22e126-09fc-411d-9aeb-9d6b5e7c98a2,Robin Garcia,2023-01-04,227.27,Senegal
54a4f9bc-c37d-4958-88a5-e481c7b52e6d,Cheryl Rogers,2020-12-13,459.03,Guadeloupe
7383b510-b016-4f06-8834-5bbea43bfa1b,Douglas Washington,2024-07-28,434.84,Pakistan
0ce64357-ab6d-4e56-b9f1-58db8f1597cc,Angela Hernandez,2023-11-06,433.87,Poland
220698a2-b24a-4f20-95e8-b4a109127689,Michael Wheeler,2022-01-19,280.62,Afghanistan
97ab380b-33e9-4fac-9076-6d04c2ef3b61,Karen Anderson,2022-03-29,272.2,Northern Mariana Islands
da5f787a-e532-474a-b7e5-31dd3abb294b,Theodore Clark,2022-10-31,72.55,Slovenia
3d7edfaa-3df3-45d6-adb1-435208fcd2f0,Barbara Castaneda,2024-08-27,307.38,Puerto Rico
76be0b90-a7ee-4e03-a5e3-e4d740840290,Brianna Hernandez,2024-04-04,252.72,Croatia
6be1a688-7c64-4a37-b343-5388713e53f0,Dorothy Miller,2020-07-08,428.24,Cote d'Ivoire
